"","X","case_received_date","case_status","country_of_citizenship","decision_date","employer_state","employer_name","employer_yr_estab","foreign_worker_info_birth_country","foreign_worker_info_education","job_info_alt_combo_ed","job_info_alt_occ_job_title","job_info_job_title","job_info_work_state","wage_offer_from_9089","wage_offer_unit_of_pay_9089","employer_size","Center","Career_Cluster"
"18328",18327,2015,"Certified","INDIA",2015,"TEXAS","ERICSSON INC.",1984,"INDIA","Bachelor's","Bachelor's","Please see H.14","Engineer - Software","CALIFORNIA",115253,"Year","Large","CA or VT",197619
"67439",67438,2016,"Certified","RUSSIA",2016,"CA","RIOT GAMES INC",2006,"","None","None","Product Management","Product Manager","CA",166000,"Year","Large","CA or VT",367312
"10678",10677,2014,"Certified-Expired","CHINA",2015,"CALIFORNIA","QUALCOMM TECHNOLOGIES INC.",2011,"CHINA","Doctorate","Master's","","Senior Systems Engineer/Modem","CALIFORNIA",117562,"Year","Large","CA or VT",173036
"40584",40583,2015,"Certified-Expired","NEPAL",2016,"NJ","3I INFOTECH INC.",2000,"","Master's","Master's","JOB OFFERED OR RELATED OCCUPATION","SOFTWARE ENGINEER","NJ",108805,"Year","Large","CA or VT",277148
"11109",11108,2014,"Certified","INDIA",2015,"NEW JERSEY","ERNST & YOUNG U.S. LLP",1989,"INDIA","Master's","Master's","""Advisory Sr., Proj. Coord., Proj. Engineer, Engineer, or related""","Advisory Manager - PI - SC & O - Reliability Technology","OHIO",94400,"Year","Large","CA or VT",174423
"56647",56646,2016,"Certified","INDIA",2016,"VA","""CAPITAL ONE SERVICES, LLC""",1995,"","Master's","Bachelor's","Any job title in which the required qualifications were obtained","""Manager, Software Engineering""","VA",124300,"Year","Large","CA or VT",330675
"16025",16024,2014,"Certified-Expired","INDIA",2015,"CALIFORNIA","APPDYNAMICS",2008,"INDIA","Bachelor's","Bachelor's","Programmer/analyst or other job involving software development.","Senior Software Engineer","CALIFORNIA",125000,"Year","Large","CA or VT",190094
"65816",65815,2016,"Certified","INDIA",2016,"GA","GULFSTREAM AEROSPACE CORPORATION",1958,"","Bachelor's","Master's","Stress/Damage Tolerance Engineer or related position","Technical Specialist I - Stress Analyst","GA",120931,"Year","Large","CA or VT",362332
"66429",66428,2016,"Certified","INDIA",2016,"CA","GOOGLE INC.",1998,"","Master's","Bachelor's","Please see H.14","Business Systems Integrator","CA",120349,"Year","Large","CA or VT",364083
"39573",39572,2015,"Certified-Expired","INDIA",2016,"MD","""QUALITY SOFTWARE SERVICES, INC.""",1997,"","Master's","Bachelor's","","Systems Analyst","MD",91874,"Year","Large","CA or VT",273798
"14167",14166,2014,"Certified","INDIA",2015,"ILLINOIS","""SIEMENS INDUSTRY, INC.""",1970,"INDIA","Master's","Bachelor's","PCS Product Engineer or an acceptable alternate occupation","Electrical Engineer","NORTH CAROLINA",85000,"Year","Large","CA or VT",184121
"56861",56860,2016,"Certified","INDIA",2016,"CA","DROISYS INC",2003,"","Master's","Bachelor's","","Software Engineer","CA",120349,"Year","Small","CA or VT",331264
"8822",8821,2014,"Certified-Expired","INDIA",2015,"MARYLAND","LASH GROUP INC. D/B/A THERACOM LLC",1996,"INDIA","Master's","Bachelor's","See Item H.14 for details.","Software Developer IV","MARYLAND",99779,"Year","Large","CA or VT",166840
"22974",22973,2013,"Certified-Expired","INDIA",2014,"NEW YORK","GOLDMAN SACHS & CO.",1869,"INDIA","Master's","Other","a related Java software development role.","Senior Technology Analyst","NEW YORK",117000,"Year","Large","CA or VT",212942
"66353",66352,2016,"Certified","INDIA",2016,"MN","U.S. BANK NATIONAL ASSOCIATION",1983,"","Master's","Bachelor's","""Android Developer, Programmer Analyst, Technical Lead, related""","Senior Android Developer","CA",123115,"Year","Large","CA or VT",363880
"48552",48551,2016,"Certified","INDIA",2016,"RI","""CVS PHARMACY, INC.""",1963,"","Master's","Bachelor's","""Administering AIX, Linux, and Solaris systems""","""Advisor, Senior System Administration""","RI",102000,"Year","Large","CA or VT",303679
"14449",14448,2014,"Certified-Expired","INDIA",2015,"CALIFORNIA","QUALCOMM TECHNOLOGIES INC.",2011,"INDIA","Master's","Bachelor's","","Senior Software Engineer/Stability Test","CALIFORNIA",92352,"Year","Large","CA or VT",185126
"42011",42010,2015,"Certified-Expired","INDIA",2016,"TX","SREE INFOTECH LLC",2006,"","Master's","Bachelor's","","Programmer Analyst IV","TX",79800,"Year","Medium","CA or VT",282128
"43436",43435,2015,"Certified","INDIA",2016,"RI","""CVS PHARMACY, INC.""",1963,"","Master's","Bachelor's","position in IT business analysis","""Advisor, Business Analysis""","OH",78030.33,"Year","Large","CA or VT",286759
"65606",65605,2016,"Certified","INDIA",2016,"IL","""CAPGEMINI AMERICA, INC.""",1991,"","Master's","Bachelor's","Computer software development","Lead Consultant","IL",87027,"Year","Large","CA or VT",361589
"67408",67407,2016,"Certified","INDIA",2016,"PA","""MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY""",2008,"","Bachelor's","Master's","""Systems Analyst, Software Engineer or Similar IT Position""","Sr. Software Quality Assurance Analyst","PA",101712,"Year","Large","CA or VT",367201
"38088",38087,2015,"Certified-Expired","INDIA",2016,"PA","""SAP AMERICA, INC.""",1988,"","Bachelor's","Master's","""Will accept any suitable combination of education, training, or experience""","Support Architect","PA",109117,"Year","Large","CA or VT",268687
"50726",50725,2016,"Certified","INDIA",2016,"CA","""CISCO SYSTEMS, INC.""",1984,"","Other","Other","""Escalation Engineer, Network Engineer, or related occupation""","Customer Support Engineer","NC",114000,"Year","Large","CA or VT",310962
"66339",66338,2016,"Certified","INDIA",2016,"MI","RELIABLE SOFTWARE RESOURCES INC",2004,"","Bachelor's","Bachelor's","Programmer Analyst","Database Administrator","MI",111030,"Year","Large","CA or VT",363837
"27284",27283,2015,"Certified-Expired","SOUTH KOREA",2015,"TX","""FARMACIA ETC, LLC""",2013,"","Bachelor's","Bachelor's","Pharmacist *","Pharmacist-In-Charge","TX",105872,"Year","Micro","CA or VT",228388
"6513",6512,2014,"Certified-Expired","INDIA",2014,"NEW JERSEY","""RESOURCE LOGISTICS, INC.""",1997,"INDIA","Bachelor's","Bachelor's","Any related occupation","Senior Project Manager","NEW JERSEY",168875,"Year","Medium","CA or VT",159218
"39859",39858,2014,"Certified-Expired","INDIA",2016,"NJ","""TRN SYSTEMS, INC""",2004,"","Bachelor's","Bachelor's","","""Software Developer, Applications""","NJ",70928,"Year","Small","CA or VT",274895
"32653",32652,2014,"Certified-Expired","CHINA",2015,"DC","""Ping Pong Holdings, Inc.""",2009,"","Other","None","Dim Sum Cook or Chef","Production Head Chef","MD",79082,"Year","Medium","CA or VT",249181
"25055",25054,2014,"Certified","SOUTH KOREA",2015,"ALABAMA","""CNJ,INC.""",2006,"SOUTH KOREA","Bachelor's","Bachelor's","Any position in which required experience was gained","Purchasing Engineer","ALABAMA",45000,"Year","Medium","CA",220027
"34196",34195,2015,"Certified-Expired","CHINA",2016,"CA","GOOGLE INC.",1998,"","Doctorate","Doctorate","See H.14","Software Engineer","CA",127000,"Year","Large","CA or VT",254652
"62297",62296,2016,"Certified","INDIA",2016,"NY","""METLIFE GROUP, INC.""",2002,"","Master's","Bachelor's","""senior software engineer, developer, senior analyst, or project lead position""","Senior Enterprise Infrastructure Engineer","NC",90000,"Year","Large","CA or VT",350560
"66137",66136,2016,"Certified","INDIA",2016,"NC","IBM CORPORATION",1911,"","Bachelor's","Bachelor's","""IT Architect, Developer, Customer Relations or related.""","Advisory Software Engineer","NY",91562,"Year","Large","CA or VT",363292
"52550",52549,2016,"Certified","INDIA",2016,"PA","""MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY""",2008,"","Master's","Master's","""Systems Analyst, Software Engineer or Similar IT Position""","Senior Software Developer - Java","PA",101712,"Year","Large","CA or VT",316974
"41627",41626,2015,"Certified-Expired","INDIA",2016,"OH","NATIONWIDE INSURANCE",1925,"","Bachelor's","Bachelor's","Application Developer or related IT job","""Specialist, IT Applications Development""","OH",89600,"Year","Large","CA or VT",280737
"59440",59439,2016,"Certified","ISRAEL",2016,"TX","ERICSSON INC.",1984,"","Bachelor's","Bachelor's","Please see H.14","Engineer – Services Software","GA",96325,"Year","Large","Unknown",340647
"67729",67728,2016,"Certified","SPAIN",2016,"NJ","ERNST & YOUNG U.S. LLP",1989,"","Bachelor's","Master's","Assr. Sr.-Aud. Srv.; Sr.-Aud. Srv.; Stf. Ast.; or related occup.","Assurance Manager - Audit Services (Multiple Positions)","TX",97500,"Year","Large","CA or VT",368290
"15612",15611,2014,"Certified-Expired","INDIA",2015,"ILLINOIS","CAPGEMINI FINANCIAL SERVICES USA INC.",1989,"INDIA","Bachelor's","Bachelor's","Computer software development","Lead Consultant","ILLINOIS",101000,"Year","Large","CA or VT",188776
"37790",37789,2015,"Certified-Expired","INDIA",2016,"NJ","""SMARTWORKS, LLC""",2003,"","Master's","Bachelor's","Any suitable software development occupation","Software Architect","NJ",108805,"Year","Medium","CA or VT",267745
"44286",44285,2015,"Certified","INDIA",2016,"CA","""EINFOCHIPS, INC.""",1998,"","Bachelor's","Master's","Embedded Eng/Technical Manager/Related","Embedded Software Engineer","IA",94598,"Year","Medium","CA or VT",289210
"39748",39747,2015,"Denied","COLOMBIA",2016,"NC","CASA ESPERANZA MONTESSORI CHARTER SCHOOL",2003,"","Bachelor's","Bachelor's","","Spanish Immersion Montessori Classroom Teacher","NC",50050,"Year","Small","CA or VT",274400
"60049",60048,2016,"Certified","INDIA",2016,"IL","CAPGEMINI FINANCIAL SERVICES USA INC.",1989,"","Bachelor's","Bachelor's","Computer software development","Lead Consultant","IL",87027,"Year","Large","CA or VT",342924
"10450",10449,2014,"Certified-Expired","INDIA",2015,"CALIFORNIA","""NETPOLARITY, INC.""",2000,"INDIA","Bachelor's","Bachelor's","""Software Engineer, Technology Analyst, Technology Lead""","Data Quality Analyst","CALIFORNIA",135000,"Year","Large","CA or VT",172378
"31994",31993,2015,"Withdrawn","INDIA",2015,"NJ","NATSOFT CORPORATION",2004,"","Bachelor's","Bachelor's","Any information technology related occupation","Programmer Analyst","NJ",103626,"Year","Medium","CA or VT",246687
"22119",22118,2013,"Certified","CANADA",2015,"ILLINOIS","JP MORGAN CHASE & CO",1838,"CANADA","Bachelor's","Master's","debt management experience for the public finance sector or related experience","""Vice President, Public Finance Credit Analysis and Investor Marketing""","NEW YORK",250000,"Year","Large","CA or VT",210076
"43825",43824,2015,"Certified","NIGERIA",2016,"TN","""DELOITTE TRANSACTIONS & BUSINESS ANALYTICS, LLP""",2013,"","Master's","Bachelor's","""experience performing corporate finance, business valuation, or M&A advisory services""","Business Valuation Manager","NY",111900,"Year","Large","CA or VT",287926
"66324",66323,2016,"Certified","INDIA",2016,"TX","AMERICAN TECH VISION SOLUTIONS LLC",2013,"","Bachelor's","Bachelor's","""Technical Support Engineer,Project Manager or related""","Software Engineer (Job Code 002)","TX",85862,"Year","Small","Unknown",363802
"47513",47512,2016,"Certified","UNITED KINGDOM",2016,"CA","GOOGLE INC.",1998,"","Doctorate","Bachelor's","See H.14.","Technical Account Manager","CA",154440,"Year","Large","Unknown",300036
"48033",48032,2016,"Certified","ARGENTINA",2016,"CA","""MEDALLIA, INC.""",2000,"","Other","None","Please see H.14.","Interaction Designer","CA",150000,"Year","Large","Unknown",301909
"18168",18167,2015,"Certified","INDIA",2015,"TEXAS","""BMC SOFTWARE, INC.""",1980,"INDIA","Master's","Bachelor's","""Installation, Configuration, Testing and Troubleshooting of Business Software (Cont'd in H.14)""","Senior Technical Support Analyst","MASSACHUSETTS",79129,"Year","Large","CA or VT",197032
"67215",67214,2016,"Certified","INDIA",2016,"WA","AMAZON CORPORATE LLC",1999,"","Bachelor's","Bachelor's","""Software Engineer, Software Developer, or related""","Software Development Manager","WA",128294,"Year","Large","Unknown",366493
"33260",33259,2015,"Certified-Expired","INDIA",2016,"CA","""INTEL MOBILE COMMUNICATIONS, INC.""",2010,"","Master's","Bachelor's","Related Occupation","Test Engineer","CA",124966,"Year","Large","CA or VT",251106
"45872",45871,2015,"Certified","AUSTRALIA",2016,"CA","TESLA MOTORSINC",2003,"","Bachelor's","Bachelor's","Job offered or in industrial engineering","""Manufacturing Engineer, Stamping""","CA",102898,"Year","Large","VT",294341
"18416",18415,2015,"Certified","INDIA",2015,"NEW JERSEY","INTONE NETWORKS INC",2003,"INDIA","Bachelor's","Master's","Computer Software Professional","Sr. SAP Consultant","NEW JERSEY",115000,"Year","Large","CA or VT",197900
"12394",12393,2014,"Certified","ARGENTINA",2015,"CALIFORNIA","INTEL CORPORATION",1968,"ARGENTINA","Bachelor's","Master's","Related occupation","Software Engineer","OREGON",95971,"Year","Large","CA or VT",178303
"7285",7284,2014,"Certified-Expired","INDIA",2014,"CALIFORNIA","QUALCOMM TECHNOLOGIES INC.",2011,"INDIA","Master's","Bachelor's","Senior Hardware Engineer or related","Senior Hardware Engineer/Data Analysis","CALIFORNIA",108097.6,"Year","Large","CA or VT",161708
"65698",65697,2016,"Certified","INDIA",2016,"IL","APPLICATIONS SOFTWARE TECHNOLOGY CORPORATION",1995,"","Master's","Bachelor's","IT Field","Lead Analyst","IL",75000,"Year","Medium","CA or VT",361936
"60220",60219,2016,"Certified","INDIA",2016,"NY","""OPERATIVE MEDIA, INC""",2000,"","Bachelor's","Bachelor's","""BUILD'G LRG-SCALE, REAL-TIME DISTRIB'D DATA PROCESSING SYS [SEE § H.14]""","PRINCIPAL DATA ANALYTICS ENGINEER","NY",108192,"Year","Medium","Unknown",343502
"37010",37009,2015,"Certified-Expired","COLOMBIA",2016,"FL","JAL DISTRIBUTORS CENTRAL FLORIDA LLC",2009,"","Bachelor's","None","","INDUSTRIAL DESIGNER","FL",64334,"Year","Micro","Unknown",265120
"58937",58936,2016,"Certified","INDIA",2016,"CA","QUALCOMM TECHNOLOGIES INC.",2011,"","Master's","Bachelor's","Hardware Engineer or related","Sr. SoC/RTL Design Eng. *","CA",107890,"Year","Large","CA or VT",338776
"18397",18396,2015,"Certified","MOROCCO",2015,"NEW JERSEY","""AUDIBLE, INC.""",1995,"MOROCCO","Master's","Bachelor's","""Product Manager, Program Manager, or related""","Sr. Product Manager","NEW JERSEY",125258,"Year","Large","CA or VT",197844
"27185",27184,2015,"Certified-Expired","INDIA",2015,"VA","INFOMATICS CORP",2005,"","Bachelor's","Bachelor's","Design & development of web applications and systems.","Sr. Consultant","VA",89669,"Year","Medium","CA or VT",228062
"5064",5063,2014,"Certified-Expired","COLOMBIA",2014,"FLORIDA","UNICO INTERIOR LLC",2000,"COLOMBIA","Bachelor's","Bachelor's","","Market Research Analyst","FLORIDA",37086,"Year","Micro","Unknown",154457
"9082",9081,2014,"Certified-Expired","INDIA",2014,"CALIFORNIA","QUALCOMM TECHNOLOGIES INC.",2011,"INDIA","Master's","Bachelor's","Software Engineer or related","Senior Software Engineer (Client Middleware Development)","CALIFORNIA",97385.6,"Year","Large","CA or VT",167724
"23600",23599,2014,"Certified","CHINA",2015,"CALIFORNIA","EBAY INC.",1995,"CHINA","Master's","Master's","Programmer Analyst or Software Engineer","Software Engineer 2","WASHINGTON",105000,"Year","Large","CA or VT",215088
"21096",21095,2014,"Certified","INDIA",2015,"TEXAS","COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION",1994,"INDIA","Bachelor's","Other","","Computer Systems Analyst - II","TEXAS",64438,"Year","Large","CA or VT",206396
"64562",64561,2016,"Certified","CANADA",2016,"CA","EBAY INC.",1995,"","Bachelor's","Bachelor's","Product/Project Manager or Software Engineer","Sr. MTS Software Engineer","CA",164382,"Year","Large","CA or VT",358215
"24681",24680,2014,"Certified","INDIA",2015,"WASHINGTON","DIVENSI INC.",2010,"INDIA","Bachelor's","Bachelor's","""Software Engineer, Software Development Engineer, Software Design Engineer, Programmer Analyst""","Software Engineer","WASHINGTON",87547,"Year","Small","CA or VT",218680
"60177",60176,2016,"Certified","INDIA",2016,"IL","CAPGEMINI FINANCIAL SERVICES USA INC.",1989,"","Master's","Bachelor's","Computer software development","Lead Consultant","IL",87027,"Year","Large","CA or VT",343371
"12605",12604,2014,"Certified-Expired","INDIA",2015,"NEW JERSEY","VONAGE MARKETING LLC",2000,"INDIA","Master's","Master's","direct mail market analytics","Sr. Marketing Analyst","NEW JERSEY",94848,"Year","Large","CA or VT",179017
"8615",8614,2014,"Certified-Expired","CANADA",2014,"DISTRICT OF COLUMBIA","""THE CARLYLE GROUP EMPLOYEE CO., LLC""",1987,"INDIA","Master's","Master's","""e.g. Associate, Vice President, Investment Analyst""","Senior Analyst","NEW YORK",2e+05,"Year","Large","CA or VT",166024
"33841",33840,2015,"Certified-Expired","CHINA",2016,"NY","MORGAN STANLEY & CO. LLC",1933,"","Master's","Bachelor's","Applications Development for Financial Services","""Vice President, Technology""","NY",133900,"Year","Large","Unknown",253233
"26174",26173,2015,"Withdrawn","INDIA",2015,"TEXAS","""PVR AMERICA, INC.""",2010,"INDIA","Master's","Master's","JOB OFFERED OR RELATED FIELD","SOFTWARE ENGINEER","TEXAS",110406,"Year","Small","CA or VT",223879
"6822",6821,2014,"Certified-Expired","VENEZUELA",2014,"MASSACHUSETTS","""SCHNEIDER ELECTRIC USA, INC.""",1903,"VENEZUELA","Master's","Bachelor's","manufacturing eng'g or industrial eng'g in a manufacturing environment","Senior Industrialization Engineer","TENNESSEE",66789,"Year","Large","CA or VT",160246
"6628",6627,2014,"Certified-Expired","INDIA",2014,"OHIO","""FAST SWITCH, LTD.""",1996,"INDIA","Bachelor's","Bachelor's","""Software Engineer, Programmer Analyst""","Senior Developer","OHIO",90000,"Year","Medium","CA or VT",159609
"32119",32118,2015,"Certified-Expired","INDIA",2015,"PA","""DATA-CORE SYSTEMS, INC""",1988,"","Bachelor's","Other","""Sr. Functional Consultant, SAP Practice, SAP Consultant, Managing Consultant,   Senior Business Cons""","Sr. Software Engineer","PA",92498,"Year","Medium","CA or VT",247119
"25218",25217,2015,"Certified","INDIA",2015,"MASSACHUSETTS","""ADVANTAGE TECHNICAL RESOURCING, INC.""",1969,"INDIA","Master's","Bachelor's","Any related occupation","Control Systems Engineer 4","TEXAS",120640,"Hour","Large","CA or VT",220597
